,doi,id,title,type,year,authors,source,pages,volume,reader_count
6070,10.1111/auar.12017,3391b757-74bd-3e01-a6f8-cb34b5e709cf,An experimental study on the effect of budget information on balanced scorecard preparer individual learning,journal,2014.0,"(Chadi Joseph, Khalifeh)",Australian Accounting Review,39-52,24,16
6071,10.1145/1777432.1777438,ccf56edb-01d9-32ca-8956-5838fcf5cebf,STEvent,journal,2010.0,"(Hady W., Lauw)",ACM Transactions on Information Systems,1-32,28,25
6072,10.1080/10580530903017708,7b3ec0d7-7c51-36a0-9d4f-7207faa0e81a,Application of the semantic learning approach in the feasibility studies preparation training process,journal,2009.0,"(Dimitrios A., Georgakellos)",Information Systems Management,231-240,26,20
6073,10.1080/07421222.2015.1094953,0f434593-1cb7-3790-95e9-0e6725b41e43,Special Issue: Applied Science/Engineering Research Editorial Introduction,journal,2015.0,"(Vladimir, Zwass)",Journal of Management Information Systems,1-2,32,1
6074,10.1111/exsy.12017,293a173c-037d-3adc-b867-1fe86fae8a66,A novel two-stage model for cloud service trustworthiness evaluation,journal,2014.0,"(Wenjuan, Fan)",Expert Systems,136-153,31,21
6075,10.1080/00207543.2013.851422,6529ff51-8ea8-3262-a24c-d05370daae30,Applying ant colony system algorithm in the navigation process for plastic injection mould manufacturing scheduling optimisation,journal,2014.0,"(Wen Ren, Jong)",International Journal of Production Research,2530-2549,52,6
6076,10.1080/10580530601082004,0b7d75c7-7acb-3a4d-9b31-55e3644a2741,IT strategy and innovation: Recent innovations in knowledge management,generic,2007.0,"(William R., King)",Information Systems Management,91-93,24,25
6077,10.1002/asi.23150,21ccce7d-bd82-3d45-bdda-8408a43be486,A profile-boosted research analytics framework to recommend journals for manuscripts,journal,2015.0,"(Thushari, Silva)",Journal of the Association for Information Science and Technology,180-200,66,22
6078,10.1080/00207543.2012.664793,e0467182-bc9e-3fe2-b06b-e47fa45781b0,Optimal age-based inspection scheme for condition-based maintenance using A* search algorithm,journal,2012.0,"(Hamid Reza, Golmakani)",International Journal of Production Research,7068-7080,50,12
6079,10.1080/08920753.2012.677636,7b901360-7988-3dd4-b1b3-84d2d8a0ebb3,Multi-method approach to exploring social-ecological dimensions in a Mediterranean suburban beach setting,journal,2012.0,"(Amy, Diedrich)",Coastal Management,301-311,40,24
6080,10.1080/1047840X.2010.502557,02b73927-43a4-3ad1-b4b5-38ab2525c50a,"Functional aspects of global versus local processing: Relations among the structure and content of goals, counterfactuals, and regrets",journal,2010.0,"(Kai, Epstude)",Psychological Inquiry,209-212,21,32
6081,10.1080/07408170802512578,20c01153-875b-334c-bbd5-b1e6593c133e,A method for estimating stock-out-based substitution rates by using point-of-sale data,journal,2009.0,"(Selçuk, Karabati)",IIE Transactions (Institute of Industrial Engineers),408-420,41,28
6082,10.1111/j.1467-8594.2006.00279.x,f41e3c19-91ca-373a-b50c-868a544ad127,The Emergence of Total Responsibility Management Systems: J. Sainsbury's (plc) Voluntary Responsibility Management Systems for Global Food Retail Supply Chains,journal,2006.0,"(Jennifer, Leigh)",Business and Society Review,409-426,111,20
6083,10.1080/09613218.2010.505380,9c221c42-ee7c-3bde-9c4f-eec858a992a4,Accommodating innovation in building regulation: Lessons and challenges,journal,2010.0,"(Brian J., Meacham)",Building Research and Information,686-698,38,31
6084,10.1080/00207543.2012.674650,4bb56844-3857-3fdb-83e0-b928c16aceec,Optimal manufacturing and delivery schedules in a supply chain system of deteriorating items,journal,2013.0,"(Bingqing, Wu)",International Journal of Production Research,798-812,51,23
6085,10.1287/isre.1110.0362,b379750c-2d21-3fde-af1d-68de88c62474,Reputation and uncertainty in online markets: An experimental study,journal,2012.0,"(Sarah C., Rice)",Information Systems Research,436-452,23,86
6086,10.1002/ecj.11399,5b9284ef-1a08-3387-a685-0b005c577dd1,A policy description and its execution scheduling for automated IT systems management,journal,2012.0,"(Yutaka, Kudo)",Electronics and Communications in Japan,27-35,95,3
6087,10.1145/1966385.1966387,01298840-a6ef-30e0-a95d-d2988dd17cfe,Continuous nearest-neighbor search in the presence of obstacles,journal,2011.0,"(Yunjun, Gao)",ACM Transactions on Database Systems,1-43,36,10
6088,10.2753/JEC1086-4415150105,837725e2-2a8d-38e2-8123-80d785175715,Business Network-Based Value Creation in Electronic Commerce,journal,2010.0,"(Robert J., Kauffman)",International Journal of Electronic Commerce,113-144,15,112
6089,10.1080/17517570601092184,5e100d36-0576-3915-8963-c8f4732bd36c,Flood decision support system on agent grid: Method and implementation,journal,2007.0,"(J., Luo)",Enterprise Information Systems,49-68,1,16
6090,10.1080/00220388.2015.1010156,3c415a91-45ff-3e21-90d1-e4ba29040b38,"Why Don’t You Register Your Child? A Study of Attitudes and Factors Affecting Birth Registration in Kenya, and Policy Suggestions",journal,2015.0,"(Matthew, Pelowski)",Journal of Development Studies,881-904,51,13
6091,10.1061/(ASCE)0733-9372(2008)134:3(200),fbffda60-30e9-3a15-9528-81ed428fa236,Making Asset Investment Decisions for Wastewater Systems That Include Sustainability,journal,2008.0,"(Richard, Ashley)",Journal of Environmental Engineering,200-209,134,62
6092,10.1080/08832323.2010.505254,ee98f0e3-0f88-306f-9d12-353259bf29ee,Teaching Higher Order Thinking in the Introductory MIS Course: A Model-Directed Approach,journal,2011.0,"(Shouhong, Wang)",Journal of Education for Business,208-213,86,31
6093,10.1145/1278201.1278204,eaec05f0-f44a-3bde-8d70-8cc999efffe0,Modeling the IT value paradox,journal,2007.0,"(Matt E., Thatcher)",Communications of the ACM,41-45,50,55
6094,10.1145/1629175.1629198,0821d946-b973-3027-b665-232a01eaeb4a,MapReduce,journal,2010.0,"(Jeffrey, Dean)",Communications of the ACM,72,53,87
6095,10.1207/s15327590ijhc1901_5,9e4cb709-f23b-36d0-9af9-ea02df617b77,Issues in building multiuser interfaces,journal,2005.0,"(V. Srinivasan, Rao)",International Journal of Human-Computer Interaction,55-74,19,14
6096,10.1080/07370024.2013.819198,9a2a8f4c-74e3-3da5-8ded-6731405d5171,Heuristics for evaluating IT security management tools,journal,2014.0,"(Pooya, Jaferian)",Human-Computer Interaction,311-350,29,114
6097,10.1287/opre.2014.1318,fad47fd7-9f63-3b5c-9f98-011857bf0f29,The Value of Stochastic Modeling in Two-Stage Stochastic Programs with Cost Uncertainty,journal,2014.0,"(Erick, Delage)",Operations Research,1377-1393,62,19
6098,10.1287/isre.2015.0571,d68bda10-8f6b-31d2-ad0d-be8b834a6efe,Analyzing software as a service with per-transaction charges,journal,2015.0,"(Dan, Ma)",Information Systems Research,360-378,26,45
6099,10.1002/sres.2282,2bd77987-058b-380b-a8ff-96888f7ece11,Identifying Employee Turnover Risks Using Modified Quality Function Deployment,journal,2014.0,"(Xin, Wang)",Systems Research and Behavioral Science,398-404,31,15
6100,10.1287/mnsc.1050.0475,c960597f-38c0-3cb9-a83d-fdee1948adc0,A Note on Feedback Sequential Equilibria in a Lanchester Model with Empirical Application,journal,2006.0,"(Michèle, Breton)",Management Science,804-811,52,21
6101,10.1111/risa.12520,8bc8140d-16de-3d78-8f90-bfe389a59413,"Introduction to the Special Series on Risk, Perception, and Response",journal,2015.0,"(Lisa A., Robinson)",Risk Analysis,1766-1769,35,10
6102,10.1080/00207540903565014,d714261e-d7ae-3b45-ade8-71751591710a,Radio frequency identification system optimisation models for lifecycle of a durable product,journal,2010.0,"(Mojahid Saeed, Osman)",International Journal of Production Research,2699-2721,48,25
6103,10.1377/hlthaff.25.w555,a1e2997e-e0c9-3c32-a471-3d6f16a545d4,Two nations achieve a high level of primary care information technology (IT) interoperability: An introduction to a series comparing Denmark and New Zealand's IT and health care,magazine_article,2008.0,"(Pauline, Lockhart)",Informatics in Primary Care,179-181,16,20
6104,10.1002/kpm.349,f84eb422-f235-3332-9ebd-a3695011b8e2,Knowledge sharing and decision making in the peace corps,journal,2010.0,"(Engels, Gilbert)",Knowledge and Process Management,128-144,17,10
6105,10.1089/cyber.2009.0236,78e5ce1f-7872-39de-b165-04e74402bfee,Applying the Expectancy Disconfirmation and Regret Theories to Online Consumer Behavior,journal,2011.0,"(Chechen, Liao)","Cyberpsychology, Behavior, and Social Networking",241-246,14,67
6106,10.1007/s10479-007-0184-2,6180ae7b-e0d1-3142-94dc-e977916020ef,The representation of conditional relative importance between criteria,journal,2007.0,"(Christophe, Labreuche)",Annals of Operations Research,93-122,154,11
6107,10.1061/(ASCE)0733-9364(2007)133:10(761),57b8d0f7-7ab3-3bd4-a5de-2e5bb9bed532,"Integrating Value Analysis and Quality Function Deployment, DEA for Evaluating Design Alternatives",journal,2007.0,"(Ignacio, Cariaga)",Journal of Construction Engineering and Management,761-770,133,2
6108,10.1287/mnsc.1100.1279,009e621c-3dea-3291-8ba8-a743e7ff2821,“I Think You Think I Think You're Lying”: The Interactive Epistemology of Trust in Social Networks,journal,2011.0,"(Mihnea C., Moldoveanu)",Management Science,393-412,57,112
6109,10.1002/asi.20613,4e79498c-1c95-312a-b936-687f33b4b383,Investigating and modeling metadata use to support information architecture development in the statistical knowledge network,journal,2007.0,"(Carol A., Hert)",Journal of the American Society for Information Science and Technology,1267-1284,58,14
6110,10.1111/j.1468-2370.2005.00105.x,26df1e9d-fe7c-3b67-a2da-fe907c9ad03d,Performance measurement systems in SMEs: A review for a research agenda,journal,2005.0,"(Patrizia, Garengo)",International Journal of Management Reviews,25-47,7,160
6111,10.1061/(ASCE)ME.1943-5479.0000066,e8be3d79-b5eb-37a7-9340-dadd39f83ab7,IOP Tool: Assessing the Benefits and Hindrances of Information Integration Implementation Opportunities,journal,2012.0,"(Youngcheol, Kang)",Journal of Management in Engineering,160-169,28,11
6112,10.1061/(ASCE)0733-9364(2006)132:5(508),c8ba2e3c-97ce-33dd-9bfa-e83d3e5e6944,Using GPS to Measure the Impact of Construction Activities on Rural Interstates,journal,2006.0,"(Camilo, Garcia)",Journal of Construction Engineering and Management,508,132,15
6113,10.2753/MIS0742-1222270205,3aaab9a9-8ea6-3887-968d-e4da7cfc634f,Empirical Analysis of the Impact of Recommender Systems on Sales,journal,2010.0,"(Bhavik, Pathak)",Journal of Management Information Systems,159-188,27,77
6114,10.1080/10919390701291067,24e8710e-32f9-33bc-bcee-dcb38fef7511,Understanding personal web usage in organizations,journal,2007.0,"(Younghwa, Lee)",Journal of Organizational Computing and Electronic Commerce,75-99,17,22
6115,10.1287/opre.1040.0188,95f1d129-0299-3f7b-9f1c-6798e8d5a3a1,Dynamic Power Control in a Wireless Static Channel Subject to a Quality-of-Service Constraint,journal,2005.0,"(Barιş, Ata)",Operations Research,842-851,53,14
6116,10.1007/s11129-009-9079-7,c5fa2a66-f9d1-32b5-80da-af1a4c79bdc3,A nearly perfect market? Differentiation vs. price in consumer choice,journal,2010.0,"(Erik, Brynjolfsson)",Quantitative Marketing and Economics,1-33,8,22
6117,10.1080/01972240903423329,cfeb24e5-ec8c-32f3-8478-a2f30d963a2f,Expanding the possibilities of deliberation: The use of data mining for strengthening democracy with an application to education reform,journal,2010.0,"(Juan D., Velásquez)",Information Society,1-16,26,26
6118,10.15308/SInteZa-2014-715-721,ce5232f5-d4b6-38e8-b0b6-3187c1e015cb,SOCIAL MEDIA AS A TOOL OF DESTINATION MARKETING ORGANISATIONS,conference_proceedings,2014.0,"(Jovan, Popesku)",Proceedings of the 1st International Scientific Conference - Sinteza 2014,715-721,,24
6119,10.1111/j.1470-6431.2009.00785.x,9035d648-3e34-3287-92ff-052992696579,New challenges in professional cleaning: Hygiene quality and monitoring of surfaces in private domestic homes,journal,2009.0,"(Erja, Toiviainen-Laine)",International Journal of Consumer Studies,396-406,33,9
6120,10.1111/j.1475-4932.2006.00334.x,53280ea6-ca62-3a29-a2b6-d9749f0b4107,Ranking Australian economics departments by research productivity,conference_proceedings,2006.0,"(Frank, Neri)",Economic Record,,82,6
6121,10.1002/pam.20160,c9447e66-3b33-339f-a6dc-3389f321cd96,The effectiveness of regulatory disclosure policies,journal,2006.0,"(David, Weil)",Journal of Policy Analysis and Management,155-181,25,105
6122,10.1287/opre.2015.1424,9bb2ba39-8009-327b-b7fb-91cd41b2e29d,Robustness to Dependency in Portfolio Optimization Using Overlapping Marginals,journal,2015.0,"(Xuan Vinh, Doan)",Operations Research,1468-1488,63,10
6123,10.1080/07359683.2013.847338,5d01cd19-4f76-304d-8162-e7741b94cc3b,On Reducing Information Asymmetry in U.S. Health Care,journal,2013.0,"(Oswald A J, Mascarenhas)",Health Marketing Quarterly,379-398,30,17
6124,10.1061/(ASCE)CO.1943-7862.0000415,8536e20f-f54f-309f-8310-5f302e040713,Last Planner Control System Applied to a Chemical Plant Construction,journal,2012.0,"(A., Nieto-Morote)",Journal of Construction Engineering and Management,287-293,138,22
6125,10.5437/08956308X5802005,7b88f158-0f58-3145-97a0-3af9ac71357b,Regulating Innovation in the New Economy,journal,2015.0,"(MaryAnne M, Gobble)",Research-Technology Management,62-63,March-Apri,26
6126,10.1002/bdm.525,0269d42b-dcba-311d-b3b2-fd0a0f62f571,Isolation effects and the neglect of indirect effects of fiscal policies,journal,2006.0,"(Edward J., Mccaffery)",Journal of Behavioral Decision Making,289-302,19,15
6127,10.1111/j.1540-5915.2008.00189.x,fa458d57-83af-36c0-af39-f66e7101d5a5,The effects of process and outcome similarity on users' evaluations of decision aids,journal,2008.0,"(Sameh, Al-Natour)",Decision Sciences,175-211,39,55
6128,10.1111/j.1468-0394.2005.00309.x,060fea69-ab62-3457-a53e-431db82ac045,Design of a case-based logistics strategy system - An integrated approach: Article,journal,2005.0,"(Harry K.H., Chow)",Expert Systems,173-192,22,11
6129,10.1145/1349026.1349044,ad789cdb-aa3c-32c2-af40-b16100fbb9d1,A risk profile of offshore-outsourced development projects,journal,2008.0,"(Charalambos L., Iacovou)",Communications of the ACM,89-94,51,65
6130,10.1080/00207543.2010.518743,1a4c6925-14a7-3ee8-b663-a33aa6e3323a,Agent-based Smart Gateway for RFID-enabled real-time wireless manufacturing,journal,2011.0,"(Yingfeng, Zhang)",International Journal of Production Research,1337-1352,49,65
6131,10.1080/10580530.2015.983021,328500f7-6d23-3b11-bb8d-b231afc9883e,Determining Anxieties in Relation to Ambient Intelligence—Explorative Findings from Hospital Settings,journal,2015.0,"(Markus, Bick)",Information Systems Management,60-71,32,8
6132,10.1007/s10845-012-0712-z,da67d06d-909b-357a-a759-77cd8f7b56e6,Complex componential approach for redundancy allocation problem solved by simulation-optimization framework,journal,2014.0,"(Carlos Henrique, Mariano)",Journal of Intelligent Manufacturing,661-680,25,10
6133,10.1145/1330311.1330327,fba9e505-5d32-3183-a1d9-d24884746aad,Missing links,journal,2008.0,"(Ilan, Oshri)",Communications of the ACM,76-81,51,3
6134,10.1111/deci.12138,9936736b-b6f6-3a79-9e0a-ac7616401e12,Keep Your Friends Close? Supply Chain Design and Disruption Risk,journal,2015.0,"(Marco, Habermann)",Decision Sciences,491-526,46,107
6135,10.1080/0951192X.2011.608726,35be3e85-47b8-3a81-bf75-bb4d83fd5f87,NESIS: A neutral schema for a web-based simulation model exchange service across heterogeneous simulation software,journal,2011.0,"(Ju Yeon, Lee)",International Journal of Computer Integrated Manufacturing,948-969,24,5
6136,10.1111/j.1365-2575.2007.00282.x,dcf9b72f-fe70-3d5c-ab65-1bd11faf13f3,The beginnings of a new era: Time to reflect on 17 years of the ISJ,journal,2008.0,"(David E., Avison)",Information Systems Journal,5-21,18,85
6137,10.1111/j.1835-2561.2010.00123.x,560339ca-9057-3b05-9ea3-e68b0306338f,Commentary: Performance Audit of PPPs - Getting the Basics Right,journal,2011.0,"(Pat, Barrett)",Australian Accounting Review,99-106,21,23
6138,10.5755/j01.em.17.4.2982,6c5968a2-a675-3360-987c-6486f976148e,Corporate social reporting development in lithuania,journal,2012.0,"(Lina, Dagilienė)",,1233-1239,17,4
6139,10.1002/asi.20178,37e60d9b-979f-33ad-82dc-d009ef745b6f,"An evaluation of novice end-user computing performance: Data modeling, query writing, and comprehension",journal,2005.0,"(H. C., Chan)",Journal of the American Society for Information Science and Technology,843-853,56,21
6140,10.1007/s10257-010-0137-1,cd0f2aec-2d82-3400-8ba9-a872b73a4ae5,Advances in business process management implementation based on a maturity assessment and best practice exchange,journal,2011.0,"(Michael, Rohloff)",Information Systems and e-Business Management,383-403,9,98
6141,10.1080/00207543.2014.942012,af2aee1e-e778-331e-9330-bc9dce37449d,Product configuration: A review of the state-of-the-art and future research,journal,2014.0,"(Linda L., Zhang)",International Journal of Production Research,6381-6398,52,47
6142,10.1080/10580530.2013.832960,b429f332-4509-3491-8e91-212f3f3778d0,"""Fit"" for Success or Failure: An Exploration of How Marketplace Design Affects Performance",journal,2013.0,"(Philip, O'Reilly)",Information Systems Management,293-305,30,7
6143,10.1080/10864415.2015.979476,30f9a8d3-9e80-34f8-9475-9e51b4c6da8d,Examining Hedonic and Utilitarian Bidding Motivations in Online Auctions: Impacts of Time Pressure and Competition,journal,2015.0,"(Chia-Chi, Chang)",International Journal of Electronic Commerce,39-65,19,26
6144,10.1111/j.1530-9290.2010.00281.x,db3929b4-325f-3651-936c-b32d081ff314,Industrial ecology 2.0,journal,2010.0,"(Chris, Davis)",Journal of Industrial Ecology,707-726,14,93
6145,10.1080/09511921003699824,3c1c20da-20a7-3e1a-bff4-0ea326f353ec,Spatial design for continuous improvement: The case study of three manufacturing companies,journal,2010.0,"(J. Andersson, Schaeffer)",International Journal of Computer Integrated Manufacturing,791-805,23,16
6146,10.1215/03616878-3161174,5895f6af-7aa4-3db7-8769-7ff110e1e466,"Explaining Large-Scale Policy Change in the Turkish Health Care System: Ideas, Institutions, and Political Actors: Table 1",journal,2015.0,"(Tuba I., Agartan)","Journal of Health Politics, Policy and Law",971-999,40,16
6147,10.1002/bse.731,3c35ee8c-ef9c-3c42-a1f9-ee0ec19125d9,Company Characteristics and Environmental Policy,journal,2012.0,"(Despina, Galani)",Business Strategy and the Environment,236-247,21,28
6148,10.1007/s40171-013-0050-9,a21bc234-bc41-3ce1-b6a6-f09cbce0b344,Identification and evaluation of supply chain flexibilities in indian FMCG Sector Using DEMATEL,journal,2014.0,"(Rohit Kumar, Singh)",Global Journal of Flexible Systems Management,91-100,15,19
6149,10.3991/ijac.v7i3.4020,0da31a29-cbbf-392d-8f9f-3bacd12d11e3,E-learning Readiness and Absorptive Capacity in the Manufacturing Industry,journal,2014.0,"(M, Hattinger)",iJAC,33-40,7,14
6150,10.1007/s10843-011-0080-3,ccd0e9cc-d877-3139-8b03-2615c93e3e70,Best practice network business model for internationalization of small and medium enterprises,journal,2011.0,"(Behrouz, Zarei)",Journal of International Entrepreneurship,299-315,9,95
6151,10.1007/s10845-012-0728-4,acf7b35a-2e9c-345a-a00b-f56b8c0bf8f3,A self-evolving artificial immune system II with T-cell and B-cell for permutation flow-shop problem,journal,2014.0,"(Meng Hui, Chen)",Journal of Intelligent Manufacturing,1257-1270,25,8
6152,10.1002/sres.925,1b6ac75d-c5e0-32bc-836a-220ed10b55f7,A conceptual model for designing adaptive human-computer interfaces using the living systems theory,journal,2009.0,"(E., Letsu-Dake)",Systems Research and Behavioral Science,15-27,26,5
6153,10.1080/08982110802178972,848e2027-bbdd-387c-974b-121766a78ffe,Solving multiresponse optimization problems using quality function-based robust design,journal,2008.0,"(Jami, Kovach)",Quality Engineering,346-360,20,9
6154,10.1111/j.1475-4991.2007.00253.x,0bda053f-99ee-3cd5-9319-2e225afa69de,On the treatment of taxes and government in the national accounts,journal,2007.0,"(Jacques, Bournay)",Review of Income and Wealth,735-746,53,5
6155,10.1287/opre.2014.1313,2ef92f1e-fe3c-3179-bb0d-7a3bf516e071,Economical Graph Discovery,journal,2014.0,"(Noga, Alon)",Operations Research,1236-1246,62,14
6156,10.1509/jmkr.45.4.425,76ae6de2-a5b0-3a0d-b90a-8c5f8ca13ba6,"Listening to Strangers: Whose Responses Are Valuable, How Valuable Are They, and Why?",journal,2008.0,"(Allen M, Weiss)",Journal of Marketing Research,425-436,45,179
6157,10.1111/j.1740-8784.2008.00107.x,10f59e28-cf6b-32a5-a746-8bb8872ae0f7,Employment and market innovation in Chinese business group affiliated firms: The role of group control systems,journal,2008.0,"(Robert E., White)",Management and Organization Review,225-256,4,43
6158,10.1080/14783363.2014.929232,1919d3ee-3f9d-373c-98a9-00241de0e826,Standardisation of quality and reliability tests in the auto-parts industry: a structured approach concerning thermal systems,journal,2015.0,"(Fiorenzo, Franceschini)",Total Quality Management and Business Excellence,1269-1281,26,7
6159,10.1137/08071692X,4e1d3a70-cb13-3f0e-8c27-9279671e0ad5,Newton's Method for Multiobjective Optimization,journal,2009.0,"(L M, Graña Drummond)",SIAM Journal on Optimization,602,20,5
6160,10.1145/1610252.1610282,28d2c336-8679-392d-849a-b60ed7640946,Power and trust in global virtual teams,journal,2009.0,"(Niki, Panteli)",Communications of the ACM,113,52,128
6161,10.1287/isre.1120.0420,d93eb667-2a84-360c-913b-132ade981a3e,"Network neutrality and congestion sensitive content providers: Implications for content variety, broadband investment, and regulation",journal,2012.0,"(Jan, Krämer)",Information Systems Research,1303-1321,23,63
6162,10.1002/sres.927,7d4ea45a-8133-3f5b-a72c-b5ba6aeba25a,User readiness for IS development: An examination of 50 cases,journal,2009.0,"(Myron, Sheu)",Systems Research and Behavioral Science,49-61,26,19
6163,10.3233/IFS-141178,048c8a08-8ba2-321a-8cba-92746d6c0da6,Study on BIM-based construction project cost and schedule risk early warning,journal,2015.0,"(Chengshuang, Sun)",Journal of Intelligent and Fuzzy Systems,469-477,29,16
6164,10.1287/orsc.2013.0894,f4eeafde-b4d7-3032-9ce3-9e702f396604,"Justification and Interlaced Knowledge at ATLAS, CERN",journal,2014.0,"(Philipp, Tuertscher)",Organization Science,1579-1608,25,70
6165,10.1080/08920753.2011.616661,f5572d5d-7e3a-3631-938f-d0d4ee9d440e,Evaluating boating safety risk in intracoastalwaterways,journal,2011.0,"(Robert A., Swett)",Coastal Management,613-627,39,4
6166,10.1145/1364782.1364797,be607d24-b62b-3eab-af88-3333ac853bbf,Beyond relational databases,journal,2008.0,"(Margo, Seltzer)",Communications of the ACM,52,51,22
6167,10.1007/s12146-008-0032-6,a6b7ad39-0d4d-380a-b5cf-876f88acaa01,To share or not to share?,journal,2008.0,"(Sabine, Ritter)",International Commerce Review,72-78,8,4
6168,10.1145/1113034.1113035,dc1af1a5-8eeb-3f76-9294-2193ac08df5e,The metadata enigma,journal,2006.0,"(Ganesan, Shankaranarayanan)",Communications of the ACM,88-94,49,48
6169,10.1002/joe.21531,7e7353c0-9c96-3d3e-9e75-3a1e4f5f9e96,Operational excellence in the Greek brewing industry,journal,2014.0,"(Charisis G., Vrellas)",Global Business and Organizational Excellence,31-38,33,9
6170,10.1002/hrm.21466,4c412c90-9e5f-3b7e-b927-7e9839055b3a,"Training older workers: Lessons learned, unlearned, and relearned from the field of instructional design",journal,2012.0,"(Shahron, Williams van Rooij)",Human Resource Management,281-298,51,35
6171,10.1111/j.1539-6924.2012.01798.x,cc4f0657-2261-3a77-babc-c214a4d366a1,Foundational Issues in Risk Assessment and Risk Management,journal,2012.0,"(Terje, Aven)",Risk Analysis,1647-1656,32,96
6172,10.1111/j.1540-4609.2011.00342.x,1a54ae25-1f9f-374f-ad78-0ca73a659638,Applying the International Medical Graduate Program Model to Alleviate the Supply Shortage of Accounting Doctoral Faculty,journal,2012.0,"(Hassan R., Hassabelnaby)",Decision Sciences Journal of Innovative Education,271-294,10,6
6173,10.1145/1777432.1777437,c5adf98f-4eb5-3e2a-8c53-6601efd2ed20,Combining relations for information extraction from free text,journal,2010.0,"(Mstislav, Maslennikov)",ACM Transactions on Information Systems,1-35,28,45
6174,10.3934/jimo.2014.10.567,4195c155-2a6f-32cc-8b4e-e6246022aa29,Multimodal image registration by elastic matching of edge sketches via optimal control,journal,2013.0,"(Angel, Angelov)",Journal of Industrial and Management Optimization,567-590,10,2
6175,10.1007/s10207-004-0064-6,0c76ae3a-a12c-3117-b9ac-21d83611c12c,Techniques for improving the security and manageability of IPsec policy,journal,2005.0,"(Jonathan, Trostle)",International Journal of Information Security,209-226,4,6
6176,10.1179/175330310X12736577732764,d672c05e-2835-305e-8602-d881b7f12f54,Barriers and success factors in health information technology: A practitioner's perspective,journal,2010.0,"(Rachelle, Kaye)",Journal of Management & Marketing in Healthcare,163-175,3,87
6177,10.1080/0740817X.2012.723839,1ea0ac83-60f3-3eee-aada-778dfc4f71c7,Statistical process control for multistage processes with binary outputs,journal,2013.0,"(Yanfen, Shang)",IIE Transactions (Institute of Industrial Engineers),1008-1023,45,8
6178,10.4067/S0718-18762012000100002,39834f0b-a9e2-3696-b231-b4f399cd56da,Addressing common vulnerabilities of reputation systems for electronic commerce,journal,2012.0,"(Yuan, Yao)",Journal of Theoretical and Applied Electronic Commerce Research,1-20,7,26
6179,10.1080/09511920601103064,75b7d4c4-d290-31de-9380-07a2edfc8589,Production-process modelling based on production-management data: A Petri-net approach,journal,2007.0,"(D., Gradišar)",International Journal of Computer Integrated Manufacturing,794-810,20,8
6180,10.2105/AJPH.2011.300360,e25ae4d5-ba1c-306a-97ee-a44924caf9b4,The clean air act deserves our full support,magazine_article,2011.0,"(Georges C., Benjamin)",American Journal of Public Health,,101,6
6181,10.1080/07421222.2015.1063277,b4d6eab7-ccd2-3bfc-bafc-da4a38113a0a,"Family Preferences Concerning Online Privacy, Data Mining, and Targeted Ads: Regulatory Implications",journal,2015.0,"(Eric K., Clemons)",Journal of Management Information Systems,40-70,32,48
6182,10.1111/j.1467-9876.2006.00544.x,d73a316f-c3d8-3ba2-98e2-5342f73f6b99,Inference of a hidden spatial tessellation from multivariate data: Application to the delineation of homogeneous regions in an agricultural field,generic,2006.0,"(Gilles, Guillot)",Journal of the Royal Statistical Society. Series C: Applied Statistics,407-430,55,19
6183,10.5465/AMJ.2010.49388795,008168aa-267d-3ef5-9823-265800f059f6,Rewiring: Cross-business-unit collaborations in multibusiness organizations,journal,2010.0,"(Jeffrey A., Martin)",Academy of Management Journal,265-301,53,458
6184,10.1137/050648584,6f46cb91-afd3-395c-b9a8-caaffc0a2c75,Peeling Off a Nonconvex Cover of an Actual Convex Problem: Hidden Convexity *,journal,2007.0,"(Z Y, Wu)",SIAM J. OPTIM. c Society for Industrial and Applied Mathematics,507-536,18,10
6185,10.1080/0951192042000213164,723e4e55-7d14-3649-9c82-6d3eee44ce85,Performance measurement systems for virtual enterprise integration,journal,2005.0,"(Ricardo, Chalmeta)",International Journal of Computer Integrated Manufacturing,73-84,18,9
6186,10.1002/sres.1091,747393cd-17b9-3924-b786-05e2260af1dd,Fiddling While the Planet Burns: The Scientific Validity of Chaordic Systems Thinking,generic,2011.0,"(Merrelyn, Emery)",Systems Research and Behavioral Science,401-417,28,3
6187,10.1007/s00186-007-0153-1,9025a026-166b-37ac-ab8b-08573d67a00b,Admission control of a service station when the arrivals are internal,journal,2008.0,"(Yarlin, Kuo)",Mathematical Methods of Operations Research,285-297,67,2
6188,10.1080/01449290701494563,96d71c82-665d-3cba-b76b-4b2d7dd4f999,How to mitigate the significant negative influence of computer anxiety on ease of use perceptions,journal,2009.0,"(D., Fakun)",Behaviour and Information Technology,223-238,28,24
6189,10.2105/AJPH.2011.300293,75e1e8cb-ec7a-3aaf-9579-92498f9f2c58,Wake me up when there's a crisis: Progress on state pandemic influenza ethics preparedness,journal,2011.0,"(James C., Thomas)",American Journal of Public Health,2080-2082,101,26
6190,10.3233/IFS-2010-0431,32cf3160-1c7c-34bd-b1f1-0a21bbd54f97,New travel time prediction algorithms for intelligent transportation systems,journal,2010.0,"(Jaewoo, Chang)",,5-17,21,2
6191,10.1111/j.1540-4609.2008.00174.x,03e7b1e5-5367-3215-ba74-092e681d309c,Using a Supply Chain Game to Effect Problem-Based Learning in an Undergraduate Operations Management Program.,journal,2008.0,"(John J, Kanet)",Decision Sciences Journal of Innovative Education,287-295,6,26
