id,scopus,doi,title,type,year,authors,source,pages,volume,reader_count,link,given-name,sur_name,author_id,affiliation_id,citedby_count,h_index,doc_total,cit_by_doc,co_authors_total
314d6ca4-3a4d-3967-b143-f1d5068fadcb,2-s2.0-79956140290,10.1080/0144929X.2010.528451,Management of system development knowledge: a cognitive approach,journal,2011,"('Shihchieh', 'Chou')",Behaviour & Information Technology,389-401,30,15,http://www.mendeley.com/research/management-system-development-knowledge-cognitive-approach-2,Shihchieh,Chou,12243277000,60024666,3,4,22,126,25
06d5fc01-54e4-37bc-8bf7-cd1cd30ed060,2-s2.0-84906830324,10.1002/asi.23256,Content-based citation analysis: The next generation of citation analysis,journal,2014,"('Ying', 'Ding')",Journal of the Association for Information Science and Technology,1820-1833,65,46,http://www.mendeley.com/research/contentbased-citation-analysis-next-generation-citation-analysis-1,Ying,Ding,56427243000,60021121,38,27,121,1490,150
de731e9d-1c15-334a-b11f-6fc096e4a150,2-s2.0-84884903361,10.1080/00207543.2013.802822,A collaborative ant colony metaheuristic for distributed multi-level uncapacitated lot-sizing,journal,2013,"('Tobias', 'Buer')",International Journal of Production Research,5253-5270,51,16,http://www.mendeley.com/research/collaborative-ant-colony-metaheuristic-distributed-multilevel-uncapacitated-lotsizing,Tobias,Buer,36105159300,60008293,12,5,20,50,17
df06b2a3-da41-3b5d-86af-013fee437898,,10.1111/j.1468-0408.2007.00421.x,ASSESSING IT AS A KEY SUCCESS FACTOR FOR ACCRUAL ACCOUNTING IMPLEMENTATION IN GREEK MUNICIPALITIES,journal,2007,"('Sandra', 'Cohen')",Financial Accountability & Management,91-111,23,50,http://www.mendeley.com/research/assessing-it-key-success-factor-accrual-accounting-implementation-greek-municipalities,,,,,,0,0,0,0
07d5f4bc-bb84-3ee1-8dc4-b70da27644bb,2-s2.0-84939971443,10.1007/s10660-014-9165-0,ECC-based untraceable authentication for large-scale active-tag RFID systems,journal,2015,"('Yalin', 'Chen')",Electronic Commerce Research,97-120,15,10,http://www.mendeley.com/research/eccbased-untraceable-authentication-largescale-activetag-rfid-systems,Yalin,Chen,55273499800,60018029,8,4,8,130,8
0aba124b-9212-3c27-b0e2-881bfe4e4796,2-s2.0-33749493029,10.2753/JEC1086-4415110104,Understanding Agent-Based On-Line Persuasion and Bargaining Strategies: An Empirical Study,journal,2006,"('Shiu-li', 'Huang')",International Journal of Electronic Commerce,85-115,11,25,http://www.mendeley.com/research/understanding-agentbased-online-persuasion-bargaining-strategies-empirical-study,Shiu-Li,Huang,14828864000,60029140,20,8,24,217,17
0f21bbf1-5ee6-34ba-b194-fd6e395cf4af,2-s2.0-84878598212,10.1080/13669877.2012.725674,Runway safety program evaluation with uncertainties of benefits and costs,journal,2013,"('Ellen C.', 'Rogerson')",Journal of Risk Research,523-539,16,15,http://www.mendeley.com/research/runway-safety-program-evaluation-uncertainties-benefits-costs,Ellen C.,Rogerson,36164539700,60021918,9,3,3,21,11
a51ca14b-0f77-36c3-a7a8-468e727fcf2a,2-s2.0-56049085607,10.1007/s10257-007-0064-y,The process map as an instrument to standardize processes: Design and application at a financial service provider,journal,2009,"('Bernd', 'Heinrich')",Information Systems and e-Business Management,81-102,7,24,http://www.mendeley.com/research/process-map-instrument-standardize-processes-design-application-financial-service-provider-7,Bernd,Heinrich,27067696400,60016060,16,11,38,222,29
81621fcc-27c9-31dd-a997-998c72baf678,2-s2.0-25144437081,10.1111/j.1540-5885.2005.00138.x,Enhancing synergistic innovative capability in multinational corporations: An empirical investigation,journal,2005,"('Ajax', 'Persaud')",Journal of Product Innovation Management,412-429,22,132,http://www.mendeley.com/research/enhancing-synergistic-innovative-capability-multinational-corporations-empirical-investigation,Ajax,Persaud,7003781604,60028897,53,8,20,314,14
1d088d83-dd08-3ee8-a078-959497e29e97,2-s2.0-75649143655,10.1080/17517570903502856,Business information query expansion through semantic network,journal,2010,"('Zhiguo', 'Gong')",Enterprise Information Systems,22-Jan,4,5,http://www.mendeley.com/research/business-information-query-expansion-through-semantic-network,Zhiguo,Gong,7201949170,60022317,32,13,97,518,118
a2563061-009f-3f17-a71c-ab525e61940c,2-s2.0-84962682917,10.1179/2047971915Y.0000000003,What do Chinese patients need from their hospitals’ Web sites?,journal,2015,"('Edgar', 'Huang')",International Journal of Healthcare Management,146-155,8,4,http://www.mendeley.com/research/chinese-patients-need-hospitals-web-sites,Edgar,Huang,24385352100,60024609,0,9,19,159,19
9f9d8223-b549-34d4-a6ac-b59d8a02220b,2-s2.0-84876883414,10.1287/inte.1120.0656,"Optimal routing and assignment of consultants for Energy Education, Inc.",journal,2013,"('Junfang', 'Yu')",Interfaces,142-151,43,17,http://www.mendeley.com/research/optimal-routing-assignment-consultants-energy-education-inc,Junfang,Yu,7405531133,60017536,1,7,21,120,19
1384d517-2adb-3930-9f90-8fda21878ebf,2-s2.0-77949553642,10.1080/01930821003634997,Collaboration and the power of partnership in science-engineering libraries,journal,2010,"('Maliaca', 'Oxnam')",Journal of Library Administration,253-263,50,13,http://www.mendeley.com/research/collaboration-power-partnership-scienceengineering-libraries,Maliaca,Oxnam,6507785038,60010065,3,3,13,17,17
07e7a709-1666-3548-b658-8846372f42a3,2-s2.0-33751429499,10.1300/J179v05n03_07,An Exploratory Study of the Critical Success Factors of One-to-One Web-Marketing: User Perspectives,journal,2006,"('Pin', 'Luarn')",Journal of Internet Commerce,147-178,5,2,http://www.mendeley.com/research/exploratory-study-critical-success-factors-onetoone-webmarketing-user-perspectives,Pin,Luarn,8290038800,60027709,2,9,26,1324,32
78777e54-3d13-3497-8027-83771cf762d2,2-s2.0-84943742799,10.1111/deci.12169,Push or Pull? Design of Content Delivery Systems,journal,2015,"('Hong', 'Guo')",Decision Sciences,937-960,46,7,http://www.mendeley.com/research/push-pull-design-content-delivery-systems,Hong,Guo,55265609000,60021508,0,5,20,103,17
ab111741-0046-39e9-a8b0-75a288f78138,2-s2.0-84962091420,10.1111/1468-0009.12162,Potential Policies and Laws to Prohibit Weight Discrimination: Public Views from 4 Countries,journal,2015,"('Rebecca M.', 'Puhl')",Milbank Quarterly,691-731,93,31,http://www.mendeley.com/research/potential-policies-laws-prohibit-weight-discrimination-public-views-4-countries,Rebecca M.,Puhl,6602601724,60022659,7,33,110,4163,137
3f0fcacb-93ee-3f65-8aba-aaa8eda2d163,2-s2.0-84905179479,10.1002/for.2301,Multivariate time series model with hierarchical structure for over-dispersed discrete outcomes,journal,2014,"('Nobuhiko', 'Terui')",Journal of Forecasting,376-390,33,0,http://www.mendeley.com/research/multivariate-time-series-model-hierarchical-structure-overdispersed-discrete-outcomes,Nobuhiko,Terui,7003932512,60008435,0,5,18,214,15
50534ba7-234a-3b6a-b2c4-57ae37507904,2-s2.0-67651087194,10.1007/s11235-009-9145-1,Toward accurate and efficient available bandwidth measurement,journal,2009,"('Jun', 'Liu')",Telecommunication Systems,211-227,41,2,http://www.mendeley.com/research/toward-accurate-efficient-available-bandwidth-measurement,Jun,Liu,36072773100,60032356,6,27,410,2589,150
b81d3285-234b-3db3-9945-6138c135bb4a,2-s2.0-79957534451,10.1080/00207543.2010.495956,A membership function approach to lot size re-order point inventory problems in fuzzy environments,journal,2011,"('Shih Pin', 'Chen')",International Journal of Production Research,3855-3871,49,11,http://www.mendeley.com/research/membership-function-approach-lot-size-reorder-point-inventory-problems-fuzzy-environments,Shih-Pin,Chen,26642960800,60007954,5,13,35,420,12
833d9710-9ca6-347b-a399-7ecbde79f863,2-s2.0-84943772752,10.1111/ijau.12051,Design and Implementation of Continuous Monitoring and Auditing in SAP Enterprise Resource Planning,journal,2015,"('Kishore', 'Singh')",International Journal of Auditing,307-317,19,29,http://www.mendeley.com/research/design-implementation-continuous-monitoring-auditing-sap-enterprise-resource-planning,Kishore,Singh,56227265300,113041757,2,2,6,15,5
8d2dab89-8fa3-36b3-bc0d-2abefa3ce7e3,2-s2.0-84908393795,10.1080/0144929X.2012.745607,Examining the role of perceived value in virtual communities continuance: Its antecedents and the influence of experience,journal,2014,"('Chun Ming', 'Chang')",Behaviour and Information Technology,502-521,33,1,http://www.mendeley.com/research/examining-role-perceived-value-virtual-communities-continuance-antecedents-influence-experience-2,Chun-Ming,Chang,14031274700,60018181,16,10,24,1194,20
57869003-1a18-33d1-80bd-c02950de55a3,2-s2.0-84866614702,10.1111/j.1540-6296.2012.01218.x,Comparison of Stakeholder Perspectives on Current Regulatory and Reporting Reforms,journal,2012,"('Joël', 'Wagner')",Risk Management and Insurance Review,225-254,15,6,http://www.mendeley.com/research/comparison-stakeholder-perspectives-current-regulatory-reporting-reforms,Joël,Wagner,36180428100,60027786,4,7,37,108,36
d2faacca-65e1-3a7e-91e7-5ea5d191ee4b,2-s2.0-27544503119,10.1080/09528130500112429,Co-operation framework of case-based reasoning agents for automated product recommendation,generic,2005,"('M. O.', 'Baykal')",Journal of Experimental and Theoretical Artificial Intelligence,201-220,17,5,http://www.mendeley.com/research/cooperation-framework-casebased-reasoning-agents-automated-product-recommendation,M. O.,Baykal,8949963700,60004305,1,1,0,0,2
00de0523-de6b-39f4-83eb-ea8c46c4a9bd,,10.1515/ijek-2015-0007,An approach to e-workflow systems with the use of patterns,journal,2015,"('John', 'Ndeta')",International Journal of Entrepreneurial Knowledge,20-Apr,3,3,http://www.mendeley.com/research/approach-eworkflow-systems-patterns,,,,,,0,0,0,0
10cfc1aa-d356-3c5f-913b-34b7877ceb67,2-s2.0-84855765511,10.1080/00207543.2010.537704,Family based dispatching in manufacturing networks,journal,2011,"('Durk Jouke', 'Van Der Zee')",International Journal of Production Research,7059-7084,49,14,http://www.mendeley.com/research/family-based-dispatching-manufacturing-networks,Durk-Jouke,Van Der Zee,7005390455,60010023,6,16,52,753,38
f27e6224-4930-3443-90d7-e17b08918433,2-s2.0-58149203606,10.1111/j.1365-2575.2008.00299.x,Critically classifying: UK e-government website benchmarking and the recasting of the citizen as customer,journal,2009,"('Benjamin', 'Mosse')",Information Systems Journal,149-173,19,213,http://www.mendeley.com/research/critically-classifying-uk-egovernment-website-benchmarking-recasting-citizen-customer,Benjamin,Mosse,26029190200,60003059,42,1,0,42,0
76357093-1d26-3717-a8d4-9afb60921572,2-s2.0-33847258875,10.1007/s10551-006-9131-4,Information technology professionals' perceived organizational values and managerial ethics: An empirical study,journal,2007,"('K. Gregory', 'Jin')",Journal of Business Ethics,149-159,71,37,http://www.mendeley.com/research/information-technology-professionals-perceived-organizational-values-managerial-ethics-empirical-stu-6,K. Gregory,Jin,7102766949,60005713,29,4,5,93,4
d1d322cb-0a03-3d1b-8a76-731f39f8fabb,2-s2.0-70449091994,10.1080/17517570903042754,QoS-aware middleware for web services composition: A qualitative approach,journal,2009,"('Hassan', 'Issa')",Enterprise Information Systems,449-470,3,22,http://www.mendeley.com/research/qosaware-middleware-web-services-composition-qualitative-approach,Hassan,Issa,17434518000,60033154,16,2,2,26,3
e9f4a44d-c6be-3b27-8112-a04552b668b4,2-s2.0-84870950970,10.1061/(ASCE)CO.1943-7862.0000554,Request for Information: Benchmarks and Metrics for Major Highway Projects,journal,2012,"('Awad S.', 'Hanna')",Journal of Construction Engineering and Management,1347-1352,138,35,http://www.mendeley.com/research/request-information-benchmarks-metrics-major-highway-projects,Awad S.,Hanna,7103318488,60032179,7,20,117,983,89
3de3023d-c80d-37f8-99a3-a92aafc75ce2,2-s2.0-34548336832,10.1111/j.1468-0491.2007.00364.x,"Why is the intelligence community so difficult to redesign? Smart practices, conflicting goals, and the creation of purpose-based organizations",journal,2007,"('Thomas H.', 'Hammond')",Governance,401-422,20,18,http://www.mendeley.com/research/intelligence-community-so-difficult-redesign-smart-practices-conflicting-goals-creation-purposebased,Thomas H.,Hammond,36004423000,60031707,13,14,30,911,17
8ac6ca15-b76c-34aa-b094-30ef979cf36b,2-s2.0-84877582171,10.1080/13698575.2013.776015,Fright factors about wind turbines and health in Ontario newspapers before and after the Green Energy Act,journal,2013,"('Benjamin', 'Deignan')","Health, Risk and Society",234-250,15,32,http://www.mendeley.com/research/fright-factors-about-wind-turbines-health-ontario-newspapers-before-after-green-energy-act,Benjamin,Deignan,55613599500,60014171,30,2,3,31,2
795fb2fe-f7ec-3506-95df-2bf18a1f6baa,2-s2.0-77951835987,10.1111/j.1468-0394.2010.00512.x,Knowledge acquisition in vague objective information systems based on rough sets,journal,2010,"('Lin', 'Feng')",Expert Systems,129-142,27,7,http://www.mendeley.com/research/knowledge-acquisition-vague-objective-information-systems-based-rough-sets,Lin,Feng,7401761085,60020620,15,30,226,1647,150
9d8b6797-e4d4-371b-8da7-6c0b93dd3bc2,2-s2.0-84894590465,10.1007/s11213-014-9316-1,Pragmatic Dilemmas in Action Research: Doing Action Research With or Without the Approval of Top Management?,journal,2015,"('Stefan', 'Holgersson')",Systemic Practice and Action Research,,28,31,http://www.mendeley.com/research/pragmatic-dilemmas-action-research-doing-action-research-without-approval-top-management,Stefan,Holgersson,14067400100,60009358,2,4,11,60,10
e83cc329-2c40-39d7-94b8-e86aaa39c68b,2-s2.0-84925345787,10.3233/IFS-130991,Deriving experts' weights based on consistency maximization in intuitionistic fuzzy group decision making,journal,2014,"('Xiaolu', 'Zhang')",Journal of Intelligent and Fuzzy Systems,221-233,27,9,http://www.mendeley.com/research/deriving-experts-weights-based-consistency-maximization-intuitionistic-fuzzy-group-decision-making,Xiaolu,Zhang,55832890200,60005244,7,13,28,483,7
9b45b457-34fa-3f6d-8cbe-033124e31fd7,2-s2.0-84904721285,10.1111/poms.12105,Judgmental forecasting: Cognitive reflection and decision speed,journal,2014,"('Brent', 'Moritz')",Production and Operations Management,1146-1160,23,66,http://www.mendeley.com/research/judgmental-forecasting-cognitive-reflection-decision-speed,Brent,Moritz,53264518100,60001439,14,5,6,89,8
97c67c4c-df71-328f-aecc-4a249c04cfc2,2-s2.0-84855670216,10.1377/hlthaff.2011.0931,An integrated pharmacy-based program improved medication prescription and adherence rates in diabetes patients,journal,2012,"('A. Troyen', 'Brennan')",Health Affairs,120-129,31,85,http://www.mendeley.com/research/integrated-pharmacybased-program-improved-medication-prescription-adherence-rates-diabetes-patients,A. Troyen,Brennan,7102229362,60007046,41,1,0,41,6
eb9ea992-440c-3e00-a169-32e47b46ee60,2-s2.0-33845783315,10.1061/(ASCE)0733-9364(2007)133:1(50),BOT Viability Model for Large-Scale Infrastructure Projects,journal,2007,"('Ahmed F. M.', 'Salman')",Journal of Construction Engineering and Management,50-63,133,59,http://www.mendeley.com/research/bot-viability-model-largescale-infrastructure-projects,Ahmed F. M.,Salman,15751641500,60003593,44,2,5,51,10
0ade6136-5a80-3587-b46c-a73a4080c7e4,,10.1007/s10479-008-0325-2,Using genetic algorithms to optimize nearest neighbors for data mining,journal,2008,"('Hyunchul', 'Ahn')",Annals of Operations Research,18-May,163,10,http://www.mendeley.com/research/using-genetic-algorithms-optimize-nearest-neighbors-fordatamining,,,,,,0,0,0,0
26930d03-f7f0-320c-afb7-43b37763149b,2-s2.0-84871708868,10.1111/j.1467-8500.2012.00791.x,A Multilevel Framework for Effective Interagency Collaboration in Mental Health,journal,2012,"('Nicole', 'Shepherd')",Australian Journal of Public Administration,403-411,71,12,http://www.mendeley.com/research/multilevel-framework-effective-interagency-collaboration-mental-health-1,Nicole,Shepherd,7102245502,60031004,4,3,5,24,4
e86a3314-ca58-3ce2-ab5a-09d339d4e87e,2-s2.0-84949130821,10.1080/02642069.2014.979406,Does high supply chain integration enhance customer response speed?,journal,2015,"('Ai Hsuan', 'Chiang')",Service Industries Journal,24-43,35,29,http://www.mendeley.com/research/high-supply-chain-integration-enhance-customer-response-speed,Ai-Hsuan,Chiang,36473134800,60027018,2,2,3,23,3
2899681b-ae6f-3a51-bd56-13bb36ab2dae,,10.12948/issn14531305/17.2.2013.12,Comparative Analysis of the Main Business Intelligence Solutions,journal,2013,"('Alexandra', 'RUSANEANU')",Informatica Economica,148-156,17,24,http://www.mendeley.com/research/comparative-analysis-main-business-intelligence-solutions,,,,,,0,0,0,0
0c9ab66c-2c32-31e9-a6fc-9cd26927a082,,10.1080/10580530802384324,Generating Business Process Models from Object Behavior Models,journal,2008,"('Guy', 'Redding')",Information Systems Management,319-331,25,11,http://www.mendeley.com/research/generating-business-process-models-object-behavior-models-4,,,,,,0,0,0,0
d6331f43-7aac-36ba-9b4b-c425438efe46,2-s2.0-84885622801,10.1002/asi.22931,The Triple Helix of university-industry-government relations at the country level and its dynamic evolution under the pressures of globalization,journal,2013,"('Fred Y.', 'Ye')",Journal of the American Society for Information Science and Technology,2317-2325,64,43,http://www.mendeley.com/research/triple-helix-universityindustrygovernment-relations-country-level-dynamic-evolution-under-pressures-1,Fred Y.,Ye,24767195300,60033100,12,11,67,235,25
22d8f026-2c86-3658-9f2f-2862bc28f0ad,2-s2.0-84867001871,10.1080/0951192X.2011.646307,Mutual adjustment search with incentive for supply chain planning coordination,conference_proceedings,2012,"('Atour', 'Taghipour')",International Journal of Computer Integrated Manufacturing,946-962,25,16,http://www.mendeley.com/research/mutual-adjustment-search-incentive-supply-chain-planning-coordination,Atour,Taghipour,36810796200,60019141,13,3,12,28,8
eb0e0630-49e8-3a2d-b5b2-8c5fed33fbf6,,10.1287/isre.1110.0403,<b>Editorial Notes</b> —Reflections on Year One: A 2011 Retrospective,journal,2011,"('Ritu', 'Agarwal')",Information Systems Research,685-686,22,1,http://www.mendeley.com/research/beditorial-notesb-reflections-year-one-2011-retrospective,,,,,,0,0,0,0
a1e3ef92-98c7-328e-8f08-eabf7f1e0be9,,10.1080/14783360701601926,Identifying key Information Systems competencies in small firms,journal,2008,"('Paul', 'Cragg')",Total Quality Management & Business Excellence,29-35,19,25,http://www.mendeley.com/research/identifying-key-information-systems-competencies-small-firms-5,,,,,,0,0,0,0
2813b575-3600-3dc6-8553-7bd3330bd24f,2-s2.0-33745683965,10.1080/09511920500399011,The complexity of mass customization systems under different inventory strategies,journal,2006,"('T.', 'Zhang')",International Journal of Computer Integrated Manufacturing,423-433,19,16,http://www.mendeley.com/research/complexity-mass-customization-systems-under-different-inventory-strategies,T.,Zhang,56137711400,60026851,16,1,2,16,0
7d8bf2eb-441f-3e79-8526-e3798b7cb094,2-s2.0-84988227333,10.1080/0951192X.2014.900861,Quality monitoring service for distributed manufacturing systems,journal,2015,"('Bojan', 'Grošelj')",International Journal of Computer Integrated Manufacturing,639-649,28,1,http://www.mendeley.com/research/quality-monitoring-service-distributed-manufacturing-systems,Bojan,Grošelj,6603144825,117387731,1,4,13,50,10
4eab33a3-b85b-32e5-9840-b29182f372a7,2-s2.0-84991689625,10.1080/17517570701356208,Application of an integrated decision support process for supplier selection,journal,2007,"('R. A.', 'de Carvalho')",Enterprise Information Systems,197-216,1,14,http://www.mendeley.com/research/application-integrated-decision-support-process-supplier-selection-1,R. A.,de Carvalho,57105898300,101671419,41,6,33,133,39
2e32c8cb-971e-3868-bc62-edf957d76d04,2-s2.0-84942521969,10.4067/S0718-18762015000300003,The impact of opinion leadership on purchases through social networking websites,journal,2015,"('Viju', 'Raghupathi')",Journal of Theoretical and Applied Electronic Commerce Research,18-29,10,42,http://www.mendeley.com/research/impact-opinion-leadership-purchases-through-social-networking-websites,Viju,Raghupathi,26032307400,60023814,0,4,13,37,6
7cb4973e-0472-3d09-b120-e48e18b0b595,2-s2.0-84942311699,10.1377/hlthaff.2015.0365,Analysis & commentary: Key features of peer support in chronic disease prevention and management,journal,2015,"('Edwin B.', 'Fisher')",Health Affairs,1523-1530,34,10,http://www.mendeley.com/research/analysis-commentary-key-features-peer-support-chronic-disease-prevention-management,Edwin B.,Fisher,7401996030,60025111,11,42,180,5243,150
0a8705e5-0ddc-3a8d-a3e6-45c8053ffc8f,2-s2.0-84875188906,10.1061/(ASCE)LM.1943-5630.0000212,Infrastructure Rating Tool: Using Decision Support Tools to Enhance ASCE Infrastructure Report Card Process,journal,2013,"('Adjo a.', 'Amekudzi')",Leadership and Management in Engineering,76-82,13,6,http://www.mendeley.com/research/infrastructure-rating-tool-using-decision-support-tools-enhance-asce-infrastructure-report-card-proc,Adjo A.,Amekudzi,6603238254,60019647,2,13,48,532,93
6c126805-af8c-3406-9536-74665b5ff416,2-s2.0-84878044697,10.2105/AJPH.2013.301299,The RE-AIM framework: A systematic review of use over time,generic,2013,"('Bridget', 'Gaglio')",American Journal of Public Health,,103,255,http://www.mendeley.com/research/reaim-framework-systematic-review-time-2,Bridget,Gaglio,6507760299,109698905,116,17,32,699,99
e595e461-9842-312f-a11c-be18bedf7ba7,,10.1057/dam.2009.37,How engaged customers are evolving DAMs and the channels they serve,journal,2010,"('John E', 'Merritt')",Journal of Digital Asset Management,12-Apr,6,7,http://www.mendeley.com/research/engaged-customers-evolving-dams-channels-serve,,,,,,0,0,0,0
74a13612-5c83-3915-87fe-a54e23de2be1,2-s2.0-77950458650,10.1007/s11156-010-0164-5,With or without you: Market quality of floor trading when screen trading closes early,journal,2010,"('Dirk', 'Schiereck')",Review of Quantitative Finance and Accounting,179-197,34,3,http://www.mendeley.com/research/without-market-quality-floor-trading-screen-trading-closes-early,Dirk,Schiereck,55883510000,60012821,0,10,97,480,116
5185a2af-375c-3975-99f3-e3add1038d7b,2-s2.0-31344450137,10.1080/09535310500283476,Industrial ecology and input-output economics: An introduction,generic,2005,"('Sangwon', 'Suh')",Economic Systems Research,349-364,17,77,http://www.mendeley.com/research/industrial-ecology-inputoutput-economics-introduction,Sangwon,Suh,7201479719,60029445,44,35,116,5018,150
c5f947c9-56a9-378a-a126-58c943cf0583,2-s2.0-84882456102,10.1080/00207543.2013.793858,Dynamic performance modelling and measuring for machine tools with continuous-state wear processes,journal,2013,"('Bi Min', 'Hsu')",International Journal of Production Research,4718-4731,51,12,http://www.mendeley.com/research/dynamic-performance-modelling-measuring-machine-tools-continuousstate-wear-processes,Bi-Min,Hsu,8100365000,60019330,3,8,40,264,35
8d4e7c67-cf53-3110-8d28-9f68a4551b35,2-s2.0-40449131479,10.1002/asmb.689,Profile-based push models in manpower planning,journal,2008,"('Marie Anne', 'Guerry')",Applied Stochastic Models in Business and Industry,13-20,24,6,http://www.mendeley.com/research/profilebased-push-models-manpower-planning,Marie-Anne,Guerry,6602214030,60026810,7,7,27,73,10
81f7d0c0-c05b-332a-88aa-3a92b8d2664e,2-s2.0-84871232256,10.1080/00207543.2012.695878,Bottleneck identification in supply chain networks,journal,2013,"('Kamil J.', 'Mizgier')",International Journal of Production Research,1477-1490,51,90,http://www.mendeley.com/research/bottleneck-identification-supply-chain-networks,Kamil J.,Mizgier,36545349800,60025858,17,5,12,84,13
951fe12d-cd60-357e-b2d4-46756c13ec96,2-s2.0-84894026563,10.1007/s11257-013-9139-2,Preface to the special issue on context-aware recommender systems,generic,2014,"('Gediminas', 'Adomavicius')",User Modeling and User-Adapted Interaction,5-Jan,24,19,http://www.mendeley.com/research/preface-special-issue-contextaware-recommender-systems,Gediminas,Adomavicius,6508333598,60029445,14,23,80,6810,63
42cb416e-d714-377e-b45d-34d301c9fee6,2-s2.0-84913610574,10.1111/1753-6405.12262,Protecting the privacy of individual general practice patient electronic records for geospatial epidemiology research,journal,2014,"('Soumya', 'Mazumdar')",Australian and New Zealand Journal of Public Health,548-552,38,23,http://www.mendeley.com/research/protecting-privacy-individual-general-practice-patient-electronic-records-geospatial-epidemiology-re,Soumya,Mazumdar,15839990100,60008950,10,7,19,160,36
7de6f44c-c889-3c88-8954-c429d226b1c5,2-s2.0-34848826568,10.1111/j.1365-2575.2007.00247.x,Degenerative structures that inhibit the emergence of communities of practice: A case study of knowledge management in the British Council,journal,2007,"('Will', 'Venters')",Information Systems Journal,349-368,17,38,http://www.mendeley.com/research/degenerative-structures-inhibit-emergence-communities-practice-case-study-knowledge-management-briti-1,Will,Venters,55893998900,60003059,27,8,32,309,37
05ffab0e-dca2-361d-9c37-8d7468f1f670,2-s2.0-25144483890,10.1049/ip-cta:20055130,H-infinity controller synthesis of uncertain piecewise continuous-time linear systems,journal,2005,"('Y', 'Zhu')",Iee Proceedings-Control Theory and Applications,513-519,152,6,http://www.mendeley.com/research/hinfinity-controller-synthesis-uncertain-piecewise-continuoustime-linear-systems,Y.,Zhu,55882085400,60013983,24,2,2,162,4
0467b4e1-e002-33ec-82e4-5336e76d5e96,2-s2.0-25444472675,10.1287/msom.1050.0074,Decentralized Serial Supply Chains Subject to Order Delays and Information Distortion: Exploiting Real-Time Sales Data,journal,2005,"('Noel', 'Watson')",Manufacturing & Service Operations Management,152-168,7,23,http://www.mendeley.com/research/decentralized-serial-supply-chains-subject-order-delays-information-distortion-exploiting-realtime-s,Noel,Watson,8953897000,60019666,17,4,6,139,9
40867793-b062-36e8-b3d8-e8dc4948b5e2,2-s2.0-30344434027,10.1287/isre.1050.0046,Lying on the web: Implications for expert systems redesign,journal,2005,"('Zhengrui', 'Jiang')",Information Systems Research,131-148,16,41,http://www.mendeley.com/research/lying-web-implications-expert-systems-redesign,Zhengrui,Jiang,12784123900,60009415,18,7,19,164,19
2bcdc45a-51e6-387b-bf33-f3756c518c46,2-s2.0-33750119497,10.1080/02642060600898286,Development of performance measurement systems in quality management organisations,journal,2006,"('Hsin Hsin', 'Chang')",Service Industries Journal,765-786,26,5,http://www.mendeley.com/research/development-performance-measurement-systems-quality-management-organisations,Hsin Hsin,Chang,13309983900,60014982,22,21,56,1697,48
ab045d44-aa32-380e-94b0-6d23a748cdbf,2-s2.0-84939256902,10.1007/s10479-012-1178-2,Spatial uncertainty in harvest scheduling,journal,2015,"('Ran', 'Wei')",Annals of Operations Research,275-289,232,10,http://www.mendeley.com/research/spatial-uncertainty-harvest-scheduling,Ran,Wei,54783595500,60003892,3,9,30,132,30
c9bd1517-470a-3f25-a80c-6997a414b16d,,10.1057/palgrave.dam.3650061,The managed web: A look at the impact of Web 2.0 on media asset management for the enterprise,journal,2007,"(None, 'Peter Simeon Swisher')",Journal of Digital Asset Management,32,3,13,http://www.mendeley.com/research/managed-web-look-impact-web-20-media-asset-management-enterprise,,,,,,0,0,0,0
ebb18ed8-86e9-3d8a-bcea-92e04cbbc130,2-s2.0-60749129508,10.1093/bib/bbn045,Knowledge-based expert systems and a proof-of-concept case study for multiple sequence alignment construction and analysis,generic,2009,"('Mohamed Radhouene', 'Aniba')",Briefings in Bioinformatics,23-Nov,10,42,http://www.mendeley.com/research/knowledgebased-expert-systems-proofofconcept-case-study-multiple-sequence-alignment-construction-ana,Mohamed Radhouene,Aniba,35236267000,60103368,15,3,4,50,6
78a6ed10-8c03-3f59-98f2-5b78b62fd50e,,10.3934/jimo.2013.9.595,NONLINEAR CONJUGATE GRADIENT METHODS WITH,journal,2013,"('Unconstrained', 'Optimization')",,595-619,9,2,http://www.mendeley.com/research/nonlinear-conjugate-gradient-methods-8,,,,,,0,0,0,0
f66d18d7-5c6f-3296-a32a-906d82dd223a,2-s2.0-84871348803,10.1007/s10726-012-9301-y,Negotiation Outcome Classification Using Language Features,journal,2013,"('Douglas P.', 'Twitchell')",Group Decision and Negotiation,135-151,22,18,http://www.mendeley.com/research/negotiation-outcome-classification-using-language-features,Douglas P.,Twitchell,6506082571,60031975,3,12,30,439,29
386d639d-1833-30d2-b4dd-e16889a8f6b3,,10.12948/issn14531305/18.4.2014.06,Migrating Existing PHP Web Applications to the Cloud.,journal,2014,"('Ionuţ', 'VODĂ')",Informatica Economica,62-72,18,10,http://www.mendeley.com/research/migrating-existing-php-web-applications-cloud,,,,,,0,0,0,0
3fd47c28-6280-399f-b354-161a2e924a34,,10.1007/s00168-007-0155-1,Modelling land-use change for spatial planning support,journal,2008,"('Eric', 'Koomen')",The Annals of Regional Science,10-Jan,42,19,http://www.mendeley.com/research/modelling-landuse-change-spatial-planning-support-6,,,,,,0,0,0,0
